No.,FI/ファセット,ドット,説明,補足説明,関連分野,テーマコード
432,"G06F3/12,331",5,プリンタに関連した設定，例．ＩＰアドレス，名称または識別情報の設定,[技術的特徴の分類] クライアントからプリンタに対して装置の設定を行うもの、クライアント内のプリンタ情報の設定を行うものなどに付与する。プリンタの設定情報、属性情報を取得するものにも付与される。,-,5B021
433,"G06F3/12,332",5,プリンタの能力情報の取得，例．要求に応じてまたは定期的に取得するもの,[技術的特徴の分類] プリンタの能力についての情報をクライアントやサーバが取得するものに付与する。,-,5B021
434,"G06F3/12,334",5,エラー処理およびリカバリー処理，例．再印刷処理,"[技術的特徴の分類] エラー処理、エラーからのリカバリー処理に関するもののうち、G06F3/12,335に該当しないものに付与する。プリンタのエラーを回避するためにメンテナンスを行うものにも付与される。",-,5B021
435,"G06F3/12,335",6,消耗品の不足によるもの，例．用紙，インクまたはトナー,[技術的特徴の分類] 用紙、インク、トナーなどの消耗品の不足に起因するエラー処理およびリカバリー処理に関するものに付与する。プリンタの消耗品の不足を回避するためにメンテナンスを行うものにも付与される。,-,5B021
436,"G06F3/12,336",4,装置間の通信の接続に特徴のあるもの，例．クライアントとプリンタ，サーバとプリンタ，プリンタとプリンタ,[技術的特徴の分類] クライアントとプリンタ間、サーバとプリンタ間、プリンタとプリンタ間などの装置間の通信の確立・維持・切断・切替に関するものに付与する。通信ポート（仮想的な通信手段）を切り替えて、通信を確立するものにも付与される。無線通信によりクライアント端末からの距離が近いプリンタを検出し、近いプリンタに対して通信を確立・切替するものにも付与される。クライアントがプリンタに対して、複数の通信方式による通信を試し、最適な通信方式を選択して、プリンタと通信を行うものにも付与される。,-,5B021
437,"G06F3/12,337",4,印刷ジョブの管理,"[技術的特徴の分類] 印刷ジョブの管理に関するもののうち、G06F3/12,338-3/12,374に該当しないものに付与する。",-,5B021
438,"G06F3/12,338",5,印刷のセキュリティに特徴のあるもの，例．ユーザ認証，ページの機密情報の空白化または親展印刷,[技術的特徴の分類] 印刷のセキュリティ、機密保護に関するもので、課題、目的、効果に、印刷ジョブ、印刷対象データに対するセキュリティ、機密保護が明示されているものに付与する。例えば、ユーザ認証を行って印刷を許可／不許可とするもの、コンテンツの印刷制限情報により印刷を許可／不許可とするもの、親展印刷を行うもの、ページ上の機密情報をマスク化・暗号化するものなど。,-,5B021
439,"G06F3/12,339",5,制限範囲内でのプリンタの使用；プリンタの機能の使用制限,[技術的特徴の分類] ユーザやグループ毎に、課金情報、印刷回数情報、時間情報に基づいてプリンタの使用を制限するもの、または、ユーザやグループ毎に、印刷設定の制限を行うものに付与する。,-,5B021
440,"G06F3/12,340",5,印刷またはリッピング変換の並列化,[技術的特徴の分類] 印刷ジョブを複数に分割し、複数の装置または一つの装置内に存在する複数の処理部において、同時に印刷やラスタライズ処理を行うもの、また、そのために分割処理を行うものに付与する。,-,5B021
441,"G06F3/12,341",5,印刷設定に対応した印刷ジョブの分割，例．白黒ページとカラーページ，本のカバーと中身またはタブ,[技術的特徴の分類] 印刷ジョブを印刷設定の異なる複数の印刷ジョブに分割し、機能の異なる複数の装置において、分担して印刷するものに付与する。例えば、白黒ページとカラーページを分割して印刷するもの、本のカバーと中身を分割して印刷するもの、タブ印刷を行うものなど。 印刷ジョブを複数に分割して、印刷設定を変更して、一つの装置において、時系列的に印刷するものにも付与される。,-,5B021
442,"G06F3/12,342",5,ページ上へのオブジェクトの配置または挿入に特徴のあるもの,"[技術的特徴の分類] ページ上へのオブジェクトの配置または挿入に関するもののうち、G06F3/12,343に該当しないものに付与する。例えば、ページ上にオブジェクトを合成、挿入、配置するもの、ページへの画像の配置位置を定義しているものなど。",-,5B021
443,"G06F3/12,343",6,バリアブル印刷，例．ページ上への識別コード，スタンプ，ウォーターマーク，タイトル，ロゴ，広告またはクーポンの挿入；帳票印刷,[技術的特徴の分類] バリアブル印刷、オーバーレイ印刷、帳票印刷に関するもの、または、ページ上に特定のオブジェクトを合成するものに付与する。,-,5B021
444,"G06F3/12,344",5,印刷ジョブの変換または印刷ジョブの解析，例．ページのバンド処理，色変換，フォント変換または重複データの削除,"[技術的特徴の分類] 印刷のために印刷ジョブを変換または解析するもののうち、G06F3/12,345-3/12,348に該当しないものに付与する。例えば、色変換、フォント変換を行うもの、ページのバンド処理を行うもの、重複データの削除を行うものなど。",-,5B021
445,"G06F3/12,345",6,中間印刷データまたは共通印刷データへの変換，例．ＰＤＦ，ＥＭＦまたはＸＰＳ,[技術的特徴の分類] 文書データや印刷ジョブを中間印刷データ、共通印刷データ（PDF、EMF、XPSなど）へ変換するものに付与する。,-,5B021
446,"G06F3/12,346",6,マークアップ言語で記述した印刷ジョブを解析するもの，例．ＸＳＬ，ＸＭＬまたはＨＴＭＬ,[技術的特徴の分類] 印刷ジョブの設定データや装置間で送信されるデータに、マークアップ言語（XSL、XML、HTMLなど）を用いている印刷ジョブを解析するものに付与する。,-,5B021
447,"G06F3/12,347",6,プリンタが処理できる印刷データへ変換するもの,[技術的特徴の分類] 文書データ、印刷ジョブ、ＰＤＬ（ページ記述言語）、中間印刷データ、共通印刷データを出力対象のプリンタが処理できる印刷データへ変換するものに付与する。出力対象のプリンタに対応するＰＤＬへ変換するものにも付与される。,-,5B021
448,"G06F3/12,348",6,印刷データを解析してプリンタ言語を決定するもの；プリンタ言語を解析して印刷処理を決定するもの,[技術的特徴の分類] 印刷データを解析してページ記述言語を決定するもの、または、ページ記述言語、特殊な印刷コマンド、印刷ジョブの属性データを解析して、その後の印刷処理を決定するものに付与する。,-,5B021
449,"G06F3/12,350",5,ページレイアウトまたは記録媒体上へのページの割り当て，例，両面印刷，集約印刷，製本，変倍またはフチ無し印刷,"[技術的特徴の分類] 記録媒体上へのページレイアウトを行うもの、記録媒体上へのページの割り当てを行うもののうち、G06F3/12,351-3/12,352に該当しないものに付与する。ページデータが記録紙上に収まるように配置するものにも付与される。例えば、両面印刷、集約印刷を行うもの、製本に関するページレイアウト、記録紙上に収まるように変倍するもの、フチ無し印刷など。",H04N1/387;1/393,5B021
450,"G06F3/12,351",6,連続的な記録媒体に適用したもの，例．ウェブ紙またはロール紙,[技術的特徴の分類] レイアウトやページの割り当てに関するものであって、ロール紙、ウェブ紙などの連続紙に印刷するものに付与する。,-,5B021
451,"G06F3/12,352",6,特殊なシート状の記録媒体に適用したもの,[技術的特徴の分類] レイアウトやページの割り当てに関するものであって、光沢紙などの特殊なシート状の記録媒体に印刷するものに付与する。,-,5B021
452,"G06F3/12,353",5,印刷ジョブのパラメータの設定，例．クライアントでＵＩを使用するもの,"[技術的特徴の分類] 印刷ジョブに対する印刷設定に関するもののうち、G06F3/12,353-3/12,358に該当しないものに付与する。例えば、クライアントのプリンタドライバ画面から印刷設定を行うもの、クライアント、サーバにおいて印刷設定画面を生成するものなど。",操作画面の生成技術一般は、G06F3/048,5B021
453,"G06F3/12,354",6,パラメータを自動設定するもの，例．プリンタドライバによる自動設定,[技術的特徴の分類] クライアントやサーバにおいて印刷設定を自動設定するものに付与する。例えば、ユーザやグループに応じて、印刷設定が自動で設定されるもの、印刷データに応じて、印刷設定が自動で決定されるものなど。,-,5B021
454,"G06F3/12,355",6,パラメータに不整合が生じないようにするもの，例．設定範囲の制限，不整合の通知または不整合の解消,[技術的特徴の分類] 複数の印刷設定項目の間で不整合が生じないようにするもの、印刷設定とプリンタ能力との間で不整合が生じないようにするもの、複数のジョブを結合する際に印刷設定を整合させるものなどに付与する。,-,5B021
455,"G06F3/12,356",6,印刷前にユーザに対してフィードバックするもの，例．印刷プレビュー，テスト印刷，試し印刷または印刷前の確認,[技術的特徴の分類] 印刷の前に印刷ジョブがどのように印刷されるかをユーザが確認するものに付与する。例えば、プレビュー表示を行うもの、試し印刷、プリフライトチェックを行うもの、確認のために、設定された印刷パラメータを通知するものなど。,-,5B021
456,"G06F3/12,357",6,保存されたパラメータを使用するもの，例．テンプレート，初期値または印刷様式,[技術的特徴の分類] 保存された印刷設定を、ユーザ情報、ジョブ情報、プリンタ情報、環境情報に応じて取得して使用するもの、または、ユーザの選択により取得して使用するものに付与する。,-,5B021
457,"G06F3/12,358",6,プリンタ側で印刷ジョブの印刷設定を変更するもの，例．印刷中のジョブまたは蓄積しているジョブ,[技術的特徴の分類] 蓄積しているジョブ、印刷待ちのジョブ、印刷中のジョブに対して、プリンタの操作部から印刷設定を変更して印刷するものに付与する。,-,5B021
458,"G06F3/12,359",5,印刷ジョブの監視，例．印刷ジョブのステータスを取得するもの,[技術的特徴の分類] 送信後の印刷ジョブの状況を監視するものに付与する。例えば、印刷の完了、印刷の失敗、印刷待ちなどのステータスを取得するもの、出力先を指定せずに印刷ジョブを送信した後、出力先を通知するもの、クライアントから要求することにより、ステータスを取得するものなど。,-,5B021
459,"G06F3/12,360",5,印刷ジョブのスケジューリング，例．印刷ジョブのキューイングまたはプリンタの割り当て,"[技術的特徴の分類] 印刷ジョブやプリンタのスケジュールに関するもののうち、G06F3/12,361-3/12,364に該当しないものに付与する。例えば、明細書中に、印刷スケジュール、印刷のスケジューリングについての明示があるもの（省エネルギースケジュール、メンテナンススケジュールに関するものも含む）、複数の印刷ジョブの実行順序、実行タイミング（実行時間）を規定しているもの、複数の印刷ジョブの実行順序、実行タイミング（実行時間） を変更するもの、複数の印刷ジョブに対して、所定の条件（印刷設定、印刷環境、印刷データの属性、印刷履歴など）に応じて、適切なプリンタまたはサーバを割り当てるもの、複数の印刷ジョブのキューイングに関するものなど。",-,5B021
460,"G06F3/12,361",6,他のプリンタにおいて代替印刷するもの，例．印刷失敗時，消耗品の不足時または遅延予測時,[技術的特徴の分類] 指定されたプリンタにおいて印刷できない場合に、他のプリンタにおいて代替印刷するものに付与する。例えば、印刷の失敗時、消耗品の不足時に代替印刷するもの、長時間の印刷待ちが予測される場合に代替印刷するものなど。,-,5B021
461,"G06F3/12,362",6,印刷ジョブのグルーピング，ギャンギングまたは結合,[技術的特徴の分類] 複数の印刷ジョブを、グループ化して印刷するもの、一つのジョブに結合して印刷するものなどに付与する。例えば、複数の印刷ジョブに対して、同じ用紙を用いて印刷する場合、複数の印刷ジョブに対して、同じ後処理が実行される場合、複数の印刷ジョブが、同じユーザにより送信されたものである場合、複数の印刷ジョブが、同じ受領者宛である場合などに、グループ化や結合して印刷するもの。,-,5B021
462,"G06F3/12,363",6,印刷ジョブの優先度に基づくもの，例．実行の順序の変更または割り込み印刷,[技術的特徴の分類] 印刷ジョブの優先度に基づいて、実行順序を変更するものに付与する。例えば、予め決められた優先度に基づいて印刷ジョブの実行順序を変更するもの、ユーザの指示に応じて印刷ジョブの実行順序を変更するもの、割込み印刷を行うものなど。,-,5B021
463,"G06F3/12,364",6,印刷ジョブの設定に基づいて後処理装置を割り当てるもの，例．折りたたみ，断裁，綴じまたは製本,[技術的特徴の分類] 印刷設定により指定された後処理を実行するための後処理装置を割り当てるものに付与する。,-,5B021
464,"G06F3/12,365",5,印刷データの場所を指定して印刷ジョブを実行するもの，例．ＵＲＬまたはファイルパスの指定,[技術的特徴の分類] 印刷データが含まれない印刷ジョブを生成して印刷するもののうち、印刷データの格納場所が指定された印刷ジョブを送信し、その場所から印刷データを取得して印刷するものに付与する。例えば、ＵＲＬを指定して印刷データを取得するもの、ファイルパスを指定して印刷データを取得するものなど。 印刷する文書や印刷データは、印刷ジョブを実行する順番となった場合に取得される、またはその少し前に取得される。,-,5B021
465,"G06F3/12,367",5,親展印刷のための蓄積；時間指定印刷のための蓄積；再印刷のための蓄積,[技術的特徴の分類] 蓄積印刷、時間指定印刷、再印刷のために、印刷ジョブを一時的に蓄積して印刷するものに付与する。,-,5B021
466,"G06F3/12,368",5,印刷要求と印刷データとを独立して送信するもの；携帯端末やウェブブラウザから印刷データを指定して印刷要求を送信するもの,[技術的特徴の分類] 印刷要求と印刷データを同時に送信するものではなく、印刷要求と印刷データとを独立して送信するものに付与する。 また、携帯端末やウェブブラウザから、他の装置に格納されている印刷データを指定して印刷要求を送信するものに付与する。,-,5B021
467,"G06F3/12,369",6,配信サーバからの印刷データの送信，例．印刷データの送信予約または配信サービス,[技術的特徴の分類] 印刷データの配信サービスに関するものに付与する。例えば、サーバにおいて印刷データが更新された場合に印刷データを送信するもの、サーバに対して印刷データの送信を予約するものなど。,-,5B021
468,"G06F3/12,370",6,ホットフォルダを用いるもの,[技術的特徴の分類] ホットフォルダにファイルが格納されたことをトリガーとして、印刷ジョブを送信するものに付与する。 ガジェット、ウィジェットなどに対してファイルがドロップされたことをトリガーとして、印刷ジョブを送信するものにも付与される。,-,5B021
469,"G06F3/12,371",6,プリンタまたはサーバに蓄積されている印刷データを用いて新たな印刷ジョブを作成して印刷するもの，例．ボックス印刷,[技術的特徴の分類] プリンタまたはサーバに恒久的に蓄積されている印刷データを、プリンタの操作画面からの操作により、新たな印刷ジョブとして作成して印刷するものに付与する。例えば、ＢＯＸ機能により格納されたデータを印刷するもの、ファイルサーバに格納されたデータを印刷するものなど。,ボックス機能一般は、H04N1/21,5B021
470,"G06F3/12,372",6,デジタル店舗，例．電子注文，ウェブを介した印刷サービスまたはリモートの送信画面からのジョブの送信,[技術的特徴の分類] Ｗｅｂやインターネットを介して印刷の注文を行うものに付与する。例えば、インターネットを介して写真やコンテンツの印刷の注文を行うものなど。,ネットショッピング一般は、G06Q30/06,5B021
471,"G06F3/12,373",5,印刷ジョブ履歴の作成，管理または使用，例．ログ，課金または印刷経路の追跡,[技術的特徴の分類] 印刷ジョブの履歴を作成・管理・使用するものに付与する。例えば、印刷の履歴（ログ）を作成・管理・使用するもの、印刷の課金に関するもの、印刷経路の追跡を行うものなど。,-,5B021
472,"G06F3/12,374",5,所定の条件，例．メモリの空き容量またはプライバシー，に基づいて印刷ジョブを削除またはキャンセルするもの,[技術的特徴の分類] メモリの空き容量、プライバシー、保持期間などの所定の条件に基づいて、印刷ジョブを削除またはキャンセルするものに付与する。,-,5B021
473,"G06F3/12,375",4,印刷ジョブのワークフロー管理，例．ワークフローの定義または変更,"[技術的特徴の分類] 印刷ジョブのワークフローを作成・実行・変更するもののうち、G06F3/12,376-3/12,377に該当しないものに付与する。例えば、明細書中に、印刷ワークフロー、印刷ジョブフローについて明示があるもの、一つの印刷ジョブを実行するにあたり、予め複数の処理が規定されており、この処理を順に実行していくもの、印刷ワークフローを作成、変更するものなど。","ワークフロー一般は、G06Q10/06 電子伝票のワークフロー処理は、G06Q10/10,120@N 電子メールを利用したワークフロー処理は、G06F13/00,630@G",5B021
474,"G06F3/12,376",5,クライアントまたはサーバのプリンタドライバにおいて，印刷ワークフローの管理を行うもの,[技術的特徴の分類] プリンタドライバにおいて、印刷ジョブのワークフローを作成・実行・変更するものに付与する。プリンタドライバ内の各処理の処理順序（フロー）が予め規定されており、この処理を順に実行していくものにも付与する。,-,5B021
475,"G06F3/12,377",5,ワークフローがフィルタのパイプライン化により構成されるもの,[技術的特徴の分類] ワークフローがフィルタと呼ばれるソフトウェアの部品により構成されるものに付与する。例えば、印刷データに対して、多段のフィルタによる画像処理を実行するものなど。,-,5B021
476,"G06F3/12,378",3,印刷システムの特定の構成に特徴のあるもの,[印刷システムの構成の分類] 特殊な用途のプリンタシステムのものに付与する。例えば、ＰＯＳシステム、ラベルプリンタ、シール印刷、プロジェクタ、電子黒板、大型ディスプレイから印刷する構成のもの、特殊な印刷システム、３Ｄプリンタなど。,-,5B021
477,"G06F3/12,379",4,プリンタコントローラに特徴のあるもの，例．ハードウェア構成,[印刷システムの構成の分類] プリンタコントローラの構成や制御に焦点を当てているものに付与する。,B41J29/,5B021
478,"G06F3/12,380",4,ダイレクト印刷のためのもの，例．可搬性記憶媒体またはデジタルカメラからの印刷,[印刷システムの構成の分類] 可搬性記憶媒体やデジタルカメラをプリンタに直接接続して印刷するものに付与する。,B41J29/ H04N1/00,5B021
479,"G06F3/12,381",4,複数の印刷機構を備えるプリンタと接続するためのもの,[印刷システムの構成の分類] プリンタエンジンを複数備える構成のための入出力に特徴があるものに付与する。例えば、プリンタを複数台接続したもの、両面印刷のために、２つの印刷エンジンを内蔵したものなど。,B41J,5B021
480,"G06F3/12,382",4,大型プリンタと接続するためのもの,[印刷システムの構成の分類] 高速プリンタ、大判プリンタ、製本システム、後処理装置に特徴があるものに付与する。,-,5B021
481,"G06F3/12,384",4,ローカルプリンタと接続するためのもの，例．シリアルポート，パラレルポートまたはＵＳＢポートによる接続,[印刷システムの構成の分類] シリアルポート、パラレルポート、USBポートなどを介してクライアントと接続する構成のものに付与する。,-,5B021
482,"G06F3/12,385",4,リモートプリンタと接続するためのもの,"[印刷システムの構成の分類] クライアントとプリンタ間でネットワーク接続される構成のもののうち、G06F3/12,386-3/12,390に該当しないものに付与する。",-,5B021
483,"G06F3/12,386",5,ローカルネットワークを介するもの,[印刷システムの構成の分類] クライアントとプリンタとがローカルネットワークを介して接続される構成のものに付与する。,-,5B021
484,"G06F3/12,387",5,インターネットを介するもの，例．Ｗｅｂ印刷,[印刷システムの構成の分類] インターネットを介して印刷する構成、または、Ｗｅｂ印刷に関する構成のものに付与する。,-,5B021
485,"G06F3/12,388",5,クライアント－サーバ－プリンタとなる接続構成,[印刷システムの構成の分類] クライアント－サーバ－プリンタとなる接続構成のものに付与する。,-,5B021
486,"G06F3/12,389",5,サーバ－クライアント－プリンタとなる接続構成，例．サーバからプリンタが見えないもの,[印刷システムの構成の分類] サーバ－クライアント－プリンタとなる接続構成のものに付与する。,-,5B021
487,"G06F3/12,390",5,サーバ－プリンタ－クライアントとなる接続構成，例．クライアントはサーバと通信しないもの,[印刷システムの構成の分類] サーバ－プリンタ－クライアントとなる接続構成のものに付与する。,-,5B021
488,"G06F3/12,391",4,プリンタが印刷データの格納手段を有し，印刷データを自ら管理するもの,[印刷システムの構成の分類] プリンタが印刷ジョブを格納した後、自装置に接続された他のプリンタへ印刷ジョブを転送して印刷するものなど、複数のプリンタ間で連携して印刷処理を実行するものに付与する。例えば、プリンタがサーバ機能を備え、他のプリンタに印刷ジョブを送信するもの、マスタプリンタとスレーブプリンタとから構成される印刷システムなど。,H04N1/00 B41J29/ G03G21/,5B021
489,"G06F3/12,392",4,携帯端末とプリンタとのデータの入出力，例．携帯端末からの無線印刷,[印刷システムの構成の分類] 携帯端末から印刷ジョブをプリンタに送信するもの、携帯端末から印刷のための操作を行うものなどに付与する。,H04N1/00,5B021
490,"G06F3/12,393",2,コンピュータとのプリンタ情報のやりとりに特徴があるもの,コンピュータとのプリンタ情報の交換に特徴のあるもの,-,5B021
491,"G06F3/12,394",3,状態通知または情報交換に関するフィードバック,ステータス通知、または情報交換に関するフィードバックに特徴のあるもの,-,5B021
492,"G06F3/12,395",3,バッファー手段,データをバッファすることに特徴のあるもの,-,5B021
493,"G06F3/12,396",2,印刷ジョブのスケジューリングまたはプリンタ資源取扱,印刷ジョブのスケジューリングまたはプリンタリソースのハンドリングに特徴のあるもの,-,5B021
494,"G06F3/12,397",2,プリンタコードへの翻訳，変換，エミュレーションまたは圧縮；プリンタパラメータの設定,プリンタコードの翻訳、変換、エミュレーション、圧縮に特徴のあるもの、またはプリンタパラメータの設定に特徴のあるもの,-,5B021
495,"G06F3/12,398",3,プリンタ言語の変換を行うもの，例．プログラム制御言語またはページ記述言語,プリンタ言語の認識に特徴のあるもの，例．プリンタ制御言語、ページ記述言語,-,5B021
496,G06F3/13,1,プロッタへのデジタル出力［２００６．０１］,"【ＩＰＣタイトル】 Digital output to plotter (arrangements for producing a permanent visual presentation of the output data using plotters G06K 15/22) [3, 2006.01]",B43L13/,5B051
497,"G06F3/13,310",2,装置,-,-,5B051
498,"G06F3/13,310@A",0,フラツト　ベツド型プロツタ－,フラットベッド型プロッターに関するもの,-,5B051
499,"G06F3/13,310@B",0,ドラム型プロツタ－,ドラム型プロッターに関するもの,-,5B051
500,"G06F3/13,310@C",0,ボ－ルペンプロツタ－,ボールペンプロッターに関するもの,-,5B051
501,"G06F3/13,310@D",0,インクジエツトプロツタ－,インクジェットプロッターに関するもの,-,5B051
502,"G06F3/13,310@E",0,サ－マルプロツタ－,サーマルプロッターに関するもの,-,5B051
503,"G06F3/13,310@F",0,静電プロツタ－,静電プロッターに関するもの,-,5B051
504,"G06F3/13,310@G",0,光学式プロツタ－,光学式プロッターに関するもの,-,5B051
505,"G06F3/13,310@H",0,カラ－プロツタ－,カラープロッターに関するもの,-,5B051
506,"G06F3/13,310@J",0,自走式プロツタ－,自走式プロッターに関するもの,-,5B051
507,"G06F3/13,310@K",0,機構及び構造,プロッターの機構及び構造に関するもの,-,5B051
508,"G06F3/13,310@L",0,用紙の装置・給送・残量検出,用紙の供給・給送・残量検出に関するもの,-,5B051
509,"G06F3/13,310@M",0,インク供給・残量検出,インクの供給・残量検出に関するもの,-,5B051
510,"G06F3/13,310@N",0,文字パタ－ン発生,文字パターンの発生に関するもの,-,5B051
511,"G06F3/13,310@P",0,ベクトル発生,ベクトル発生に関するもの,-,5B051
512,"G06F3/13,310@Q",0,円弧・曲線発生,円弧・曲線の発生に関するもの,-,5B051
513,"G06F3/13,310@R",0,グラフまたは図表の作成,グラフ又は図表の作成に関するもの,-,5B051
514,"G06F3/13,310@Z",0,その他のもの,その他のもの,-,5B051
515,"G06F3/13,320",2,制御,-,-,5B051
516,"G06F3/13,320@A",0,デ－タ転送・ホストとのインタ－フエ－ス,データ転送・ホストとのインターフェイスに関するもの,-,5B051
517,"G06F3/13,320@B",0,プロツタ－コントロ－ラ－,プロッターコントローラーに関するもの,-,5B051
518,"G06F3/13,320@C",0,描画プログラム及び出力図面の管理,描画プログラム及び出力図面の管理に関するもの,-,5B051
519,"G06F3/13,320@D",0,システムとの対話,システムとの対話に関するもの,-,5B051
520,"G06F3/13,320@E",0,情況表示,状況表示に関するもの,-,5B051
521,"G06F3/13,320@F",0,誤動作防止・エラ－対策,誤動作防止・エラー対策に関するもの,-,5B051
522,"G06F3/13,320@G",0,描画範囲の設定,描画範囲の設定に関するもの,-,5B051
523,"G06F3/13,320@H",0,ためし書き,ためし書きに関するもの,-,5B051
524,"G06F3/13,320@J",0,座標位置検出・読み取り,座標位置検出・読取りに関するもの,-,5B051
525,"G06F3/13,320@K",0,描画デ－タの処理,描画データの処置に関するもの,-,5B051
526,"G06F3/13,320@L",0,ベクタ－・ラスタ－変換,ベクター・ラスター変換に関するもの,-,5B051
527,"G06F3/13,320@M",0,拡大・縮小処理,拡大・縮小処理に関するもの,-,5B051
528,"G06F3/13,320@N",0,補間・補正処理,補間・補正処理に関するもの,-,5B051
529,"G06F3/13,320@P",0,立体化及び隠線処理,立体化及び隠線処理に関するもの,-,5B051
530,"G06F3/13,320@Q",0,線種・線幅・濃淡,線種・線幅・濃淡に関するもの,-,5B051
531,"G06F3/13,320@R",0,描画品質の検査,描画品質の検査に関するもの,-,5B051
532,"G06F3/13,320@S",0,ペンヘツド駆動制御,ペンヘッド駆動制御に関するもの,-,5B051
533,"G06F3/13,320@T",0,ペンヘツドの速度制御,ペンヘッドの速度制御に関するもの,-,5B051
534,"G06F3/13,320@U",0,ペンヘツド移動量の最適化,ペンヘッド移動量の最適化に関するもの,-,5B051
535,"G06F3/13,320@V",0,ペンヘツド原点復帰制御,ペンヘッド原点復帰制御に関するもの,-,5B051
536,"G06F3/13,320@W",0,記録ペンの選択・交換,記録ペンの選択・交換に関するもの,-,5B051
537,"G06F3/13,320@X",0,記録ペンのアツプダウン制御,記録ペンのアップダウン制御に関するもの,-,5B051
538,"G06F3/13,320@Z",0,その他のもの,その他のもの,-,5B051
539,G06F3/14,1,表示装置へのデジタル出力［２００６．０１］,"【ＩＰＣタイトル】 Digital output to display device [1, 2006.01] 　以下の説明は、G06F3/14-3/153に属するＦＩ全体の説明です。 　GUI等のマン・マシンインターフェースに関するものはG06F3/048以下に移動しました。G06F3/14-3/153では、もっぱら表示装置への出力に係る機器間インターフェースに関するものを取り扱います。 　ただし、フレームメモリからディスプレイ側のインターフェイスはG09Gで取り扱うこととなっています。ただし、必要に応じて分類付与は行います。たとえば節電制御の様に、CPUとの関連が大きいものもあるからです。 　また、描画イメージを如何に生成するかはG06T1/00（イメージの生成）やG09G5/24（文字パターンの生成）などで行い、現在では分類付与を行いません。",-,5B069
540,G06F3/14@A,0,一般,-,-,5B069
541,G06F3/14@Z,0,その他のもの,-,-,5B069
542,"G06F3/14,310",2,処理と関連するもの,-,-,5B069
543,"G06F3/14,310@A",0,一般,表示の際にデータ処理又は演算を行うもの一般。処理内容に応じて下位のＦＩ（特に、３１０Ｂ～３１０Ｅを参照）がふさわしい場合には、このＦＩに代えて下位のＦＩを付与して下さい。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
544,"G06F3/14,310@B",0,編集,文書、画像の編集に関するものについて付与します。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
545,"G06F3/14,310@C",0,フオ－マツト・画面定義,画面構成、領域、位置等の設定、変更に関するものに付与します。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
546,"G06F3/14,310@D",0,作表・罫線,データを表形式で表示するもの、及び罫線の処理に関するものに付与します。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
547,"G06F3/14,310@E",0,プログラム関係,プログラムの作成支援、デバッギングその他プログラムに関連するものについて付与します。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
548,"G06F3/14,310@Z",0,その他のもの,-,-,5B069
549,"G06F3/14,320",3,システムの情況の表示,-,-,5B069
550,"G06F3/14,320@A",0,状態・状況の表示,システムの状態・情況の表示を行うものに付与する。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
551,"G06F3/14,320@B",0,試験・診断,ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
552,"G06F3/14,320@C",0,プロセス・プラントの監視,プラント制御用デジタル計算機における、プラントの状態・情況の表示を行うものに対して付与しています。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。 　この分類はあくまで副分類で、主たる担当はG05Bとなります。また、表示の態様に特徴がある場合には、併せて他のFIも付与するようにして下さい。,"G05B23/02,301 監視画面の表示",5B069
553,"G06F3/14,320@D",0,モニタ－,-,-,5B069
554,"G06F3/14,320@Z",0,その他のもの,階層構造データの表示に関するものにはこの分類を付与します。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
555,"G06F3/14,330",3,ガイダンス・操作の援助のためのもの,-,-,5B069
556,"G06F3/14,330@A",0,一般,いわゆるヘルプ機能のような画面操作援助のためのもののほかガイダンス表示一般。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
557,"G06F3/14,330@Z",0,その他のもの,-,-,5B069
558,"G06F3/14,340",4,システム，例．ＯＳとの対話のためのもの,-,-,5B069
559,"G06F3/14,340@A",0,対話,表示されるメッセージに従い、あるいは表示画面のメニューまたはアイコンを選択することにより、画面との対話を行うもの。ただし、ユーザインターフェイスに係るものはG06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
560,"G06F3/14,340@B",0,メニユ－,メニューの選択、作成または表示に関するもの。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
561,"G06F3/14,340@C",0,メツセ－ジ〔例．メツセ－ジ表示方式〕,画面にメッセージ（機能説明、警告等）を表示するもの。ただし、ユーザインターフェースに係るものは、G06F3/048以下を付与し、この分類を付与しないので注意して下さい。,-,5B069
